"POINTID","Elev","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","CaCO3_2018","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","LC_0","LC_2018","LU_2018","BDsample_0","coarse_mas","geometry"
28642250,987,"1",4.5,5.05,7.8,26.9,NA,62,2,58.8,NA,NA,"E","E20","U111",1.2905,0.22,c(-7.649593597, 41.80885799)
28661678,63,"1",7.4,8.04,18.03,8.1,280,NA,0.9,558.5,NA,NA,"B","B12","U111",1.019,0.19,c(-6.296082763, 36.77450182)
28662074,634,"1",4.2,5.07,4.5,26.4,NA,10.5,1.7,79,NA,NA,"C","C10","U120",1.179,0.55,c(-7.185955982, 40.26888581)
28662146,839,"1",4.4,4.76,18.47,27.4,NA,26.5,2.1,65.3,NA,NA,"E","E30","U420",1.15,0.31,c(-7.362426783, 40.90124972)
28662272,708,"1",4.8,5.46,7.49,9.2,1,40,1,172.3,NA,NA,"E","E30","U112",1.6745,0.16,c(-7.683239196, 42.00569604)
28681916,235,"1",6.2,6.67,12.25,5.6,1,24.7,0.7,121.6,NA,NA,"B","B81","U111",1.4955,0.13,c(-6.792622865, 38.88197385)
28682284,667,"1",4.7,5.35,16.71,55.4,1,114.2,4.1,224.2,NA,NA,"B","B11","U111",0.888,0.05,c(-7.691005962, 42.11495355)
28721676,75,"1",7.5,7.98,17.95,13.4,347,NA,1.6,561.6,0.8,0.9,"B","B31","U111",1.3115,0.07,c(-6.226268618, 36.76826601)
28721752,137,"2",7.6,8.14,15.58,6.2,166,NA,0.9,542.4,NA,NA,"B","B31","U111",0.996,0.13,c(-6.386409578, 37.44122982)
28721932,268,"1",6.3,6.71,9.91,5,1,19.7,0.6,129.6,NA,NA,"B","B11","U111",1.5885,0.19,c(-6.783998842, 39.03098603)
28722138,709,"4",4.4,5.11,5.11,7.3,NA,24.8,0.7,136.2,NA,NA,"B","B14","U111",1.41,0.46,c(-7.273082493, 40.84336641)
28722166,690,"2",4.7,4.96,17.71,17.2,NA,NA,1.7,37.3,NA,NA,"D","D20","U420",1.0525,0.53,c(-7.342565209, 41.08913568)
28722202,498,"2",4.8,5.71,3.99,10.2,NA,NA,1.2,114.7,NA,NA,"D","D10","U415",1.2205,0.54,c(-7.433006097, 41.4049234)
28722216,850,"1",4.4,4.6,38.9,47.5,NA,10.4,4.5,46,NA,NA,"E","E20","U111",0.6325,0.06,c(-7.468518101, 41.52766857)
28722300,685,"3",3.8,4.55,6.44,28.6,NA,22.2,2.4,64.1,NA,NA,"C","C10","U120",0.9845,0.19,c(-7.685689173, 42.26342012)
28742296,608,"3",3.5,4.12,6.78,44.2,NA,NA,2.2,62.8,NA,NA,"C","C22","U120",0.901,0.21,c(-7.651527299, 42.23262181)
28742340,613,"3",6,6.49,15.99,26.6,1,72.4,2.8,486.3,NA,NA,"B","B55","U111",1.52,0.2,c(-7.767835052, 42.61758521)
28742448,256,"2",4.6,4.99,28.7,45.4,NA,40.1,4.6,429.8,NA,NA,"E","E20","U111",0.843,0.08,c(-8.062026983, 43.56105831)
28761906,303,"1",6.6,6.82,10.72,7.9,2,11.6,0.9,195.1,NA,NA,"F","F40","U112",1.188,0.19,c(-6.679916707, 38.80960861)
28762162,509,"1",5,5.34,13.03,6.6,NA,11.3,0.8,71.7,NA,NA,"B","B82","U111",1.5,0.41,c(-7.286104566, 41.06226224)
28762194,405,"4",5.4,6.08,5.17,12.9,NA,32.9,1.4,240.5,1.1,0.5,"B","B81","U111",1.244,0.17,c(-7.366115775, 41.34303938)
28762288,821,"1",3.8,4.23,8.77,52.1,NA,NA,3.5,78,NA,NA,"C","C10","U420",0.993,0.14,c(-7.606958963, 42.1667904)
28762374,665,"1",3.7,4.22,17.25,66,NA,17.2,5,58.4,NA,NA,"C","C10","U120",0.6555,0.09,c(-7.835185497, 42.91908519)
28782280,879,"2",4.2,4.62,26.6,73.9,1,NA,4.9,150.6,NA,NA,"D","D10","U120",0.588,0.13,c(-7.562503624, 42.100931)
28782298,603,"1",4.6,4.91,40.8,50.7,NA,42.8,4.8,299.6,NA,NA,"E","E20","U111",0.7805,0.06,c(-7.609432384, 42.2585327)
28782334,601,"1",4.9,5.3,26.6,28.8,NA,58.5,3.2,301.1,NA,NA,"E","E20","U111",1.0955,0.17,c(-7.704288061, 42.57356682)
28801616,90,"1",7.6,8.1,18.29,10.9,296,NA,1.2,580.2,0.6,1.2,"B","B12","U111",1.164,0.12,c(-6.015987689, 36.25135201)
28802092,819,"1",4.8,5.48,2.94,9.9,NA,NA,0.9,61,NA,NA,"B","B14","U111",1.467,0.38,c(-7.068386658, 40.45555349)
28802416,598,"1",4,4.7,9.34,75.7,NA,21.4,6.8,75.8,NA,NA,"C","C22","U120",0.786,0.1,c(-7.901381561, 43.29458066)
28822118,690,"1",4.9,5.6,6.07,12,NA,37.2,1.1,374.6,NA,NA,"B","B16","U111",1.3285,0.28,c(-7.108326512, 40.68811571)
28822226,569,"1",4.3,4.76,14.24,17,NA,39.1,1.7,70.1,NA,NA,"B","B16","U111",0.858,0.12,c(-7.376778635, 41.63607008)
28822460,406,"1",4.1,5.04,12.86,87.6,1,14.3,6.2,123.2,NA,NA,"C","C10","U120",0.789,0.08,c(-7.998696078, 43.68302514)
28862140,489,"2",5.4,5.96,4.66,12.9,NA,22.8,1.2,85.8,NA,NA,"D","D10","U420",1.315,0.2,c(-7.115728921, 40.88952602)
28862294,1319,"3",3.9,4.39,8.22,95.4,NA,NA,5.7,54.3,NA,NA,"D","D20","U420",0.8885,0.33,c(-7.504314867, 42.2402476)
28882296,1093,"1",4.1,4.49,21.8,106.6,NA,14.6,8.6,162.8,NA,NA,"C","C10","U120",0.5765,0.23,c(-7.485837328, 42.26193318)
28882332,570,"1",4.3,4.81,13.59,96.9,NA,31.1,6.4,238.8,NA,NA,"D","D20","U111",1.008,0.3,c(-7.580042734, 42.57710793)
28901658,66,"1",7.6,8.03,23.8,4,20,25.5,0.5,214.5,NA,NA,"B","B34","U111",1.638,0.04,c(-5.992368545, 36.64281418)
28901850,573,"1",6.8,7.14,20.3,9,4,NA,1.2,87.1,0.5,1.9,"B","B11","U111",1.004,0.24,c(-6.398400661, 38.34255565)
28902202,417,"2",4.7,5.67,3.4,6.4,NA,NA,0.7,82.9,NA,NA,"B","B81","U111",1.324,0.32,c(-7.222622029, 41.44202201)
28902396,553,"1",4.2,4.9,7.49,39.1,NA,13.4,3,113.1,NA,NA,"C","C22","U120",0.803,0.13,c(-7.726847656, 43.14110222)
28921890,359,"2",7.7,8.12,18.18,7.8,385,NA,0.7,147.5,NA,NA,"E","E30","U112",1.233,0.58,c(-6.464186566, 38.69974729)
28941694,56,"1",7.5,8.02,26.9,10.3,321,12.1,1.2,651.2,NA,NA,"B","B34","U111",1.4185,0.14,c(-6.022445377, 36.96957192)
28941888,370,"1",7.5,8.33,13.44,5.3,103,NA,0.6,308.7,1.3,0.6,"B","B82","U111",1.242,0.16,c(-6.437274992, 38.68597704)
28942306,830,"2",4.7,5.01,33,46.1,NA,27.5,4.8,338.2,NA,NA,"E","E20","U111",0.9165,0.1,c(-7.440723215, 42.36200421)
28942378,483,"2",3.9,4.47,7.21,52.4,NA,NA,2.8,62.1,NA,NA,"C","C10","U120",0.7875,0.11,c(-7.630526801, 42.99215988)
28962222,441,"2",4.6,5.22,2.62,8.8,NA,61.5,0.8,46,NA,NA,"B","B81","U111",1.3125,0.27,c(-7.2024936, 41.62979351)
28962240,768,"2",4.3,5.21,5.94,12.9,NA,24.8,1.1,227.4,NA,NA,"B","B74","U111",0.9415,0.21,c(-7.247870435, 41.78768818)
28962348,644,"1",3.6,4.23,13.93,87.4,NA,22.3,4.4,70.5,NA,NA,"C","C32","U120",0.6855,0.42,c(-7.526929234, 42.73388883)
29002384,470,"1",4.7,4.92,78.2,108.6,1,18.7,10.4,361.2,NA,NA,"E","E20","U111",0.627,0.38,c(-7.57465414, 43.05724983)
29002406,568,"1",3.7,4.1,44,155.9,NA,22.8,10.9,252.7,NA,NA,"C","C10","U120",0.3785,0.04,c(-7.633657985, 43.24964473)
29021660,75,"1",7.6,8.19,20.6,8.1,172,12.8,0.8,293.6,0.6,1.1,"B","B34","U111",1.574,0.07,c(-5.865255503, 36.68305592)
29021666,113,"2",7.4,7.91,16.65,13.3,267,NA,1.1,419.4,NA,NA,"B","B31","U111",1.392,0.06,c(-5.877434135, 36.73628946)
29041888,394,"2",7.1,8.14,11.57,8,255,NA,0.8,284,NA,NA,"B","B81","U111",1.2295,0.27,c(-6.324876952, 38.70534404)
29042132,677,"1",4.1,4.76,13.21,12.2,NA,NA,1.3,96.9,NA,NA,"C","C10","U120",1.331,0.34,c(-6.887533901, 40.85558051)
29042356,582,"2",3.7,3.99,32,58.1,NA,32.2,4,154.3,NA,NA,"C","C10","U120",0.667,0.17,c(-7.452511062, 42.82060669)
29042420,570,"2",4,4.47,10.47,34.8,1,82.7,3.2,108.5,NA,NA,"D","D20","U420",0.8065,0.18,c(-7.623265414, 43.38047049)
29081716,72,"1",7.7,8.14,29.9,9.5,103,60.1,1.1,503.9,NA,NA,"B","B34","U111",1.539,0.05,c(-5.913899227, 37.19093008)
29082220,405,"2",5.4,6.1,4.87,13.1,NA,20.3,1.3,187.1,NA,NA,"E","E30","U112",1.1375,0.23,c(-7.056708756, 41.636707)
29082288,1222,"1",4.2,5,6.29,89.9,NA,25.8,4.4,101.3,NA,NA,"D","D20","U420",0.8485,0.24,c(-7.228393409, 42.23321012)
29082342,731,"4",4.5,5.06,29.4,59.4,NA,NA,5.6,157.7,NA,NA,"C","C10","U420",0.7435,0.19,c(-7.368023646, 42.70634398)
29082382,599,"2",4,4.54,13.81,50.7,NA,NA,3,152.6,NA,NA,"C","C10","U120",0.7775,0.27,c(-7.473387089, 43.05649378)
29082418,691,"2",4.3,4.6,29.5,83,1,119.7,7.4,180.7,NA,NA,"E","E20","U111",0.862,0.17,c(-7.569654223, 43.37139568)
29102206,619,"1",5.8,6.42,4.01,5,NA,24.3,0.6,39.5,0.5,0.4,"B","B81","U111",1.465,0.24,c(-6.998495697, 41.51784815)
29102326,829,"1",3.6,4.16,8.64,66.1,NA,NA,3.5,38.9,NA,NA,"C","C22","U120",0.699,0.04,c(-7.302535454, 42.57033853)
29122076,891,"1",4.8,5.65,5.98,19,1,17.7,2.1,184.7,NA,NA,"E","E20","U111",1.2835,0.25,c(-6.661643553, 40.37884915)
29122112,775,"3",4.9,5.54,7.29,12.3,NA,NA,1.4,72.1,NA,NA,"E","E20","U111",1.1245,0.25,c(-6.74687852, 40.69567099)
29122288,869,"1",4.5,5.19,6.97,41.3,NA,NA,3.7,70.2,NA,NA,"E","E20","U111",0.9345,0.13,c(-7.181021443, 42.24141281)
29122342,812,"3",4.1,4.42,32.4,99.8,NA,11.2,6.3,67.1,NA,NA,"C","C22","U120",0.514,0.19,c(-7.3203035, 42.71462237)
29142114,743,"1",4.6,5.12,16.17,32.7,1,NA,3.5,95.2,NA,NA,"E","E20","U111",1.0515,0.22,c(-6.728497886, 40.71724237)
29142438,585,"3",3.9,4.8,22.5,155.5,1,11.2,10.4,130.1,NA,NA,"D","D20","U415",0.5035,0.18,c(-7.551197859, 43.55886276)
29161684,173,"3",7.5,7.96,23,11.9,73,NA,1.3,458.4,1.5,2.4,"E","E30","U112",0.924,0.07,c(-5.760540073, 36.92206541)
29161738,76,"3",7.5,8.14,15.26,5.2,130,NA,0.7,195.7,0.7,1,"B","B13","U111",1.083,0.09,c(-5.871087707, 37.40091942)
29162278,854,"1",4.4,5.09,3.53,19.8,1,21.7,2,87.9,NA,NA,"D","D10","U420",1.1955,0.26,c(-7.108231422, 42.1618939)
29181908,304,"1",6,6.32,11.83,8.4,2,17.4,1,72.4,NA,NA,"F","F40","U112",1.253,0.17,c(-6.211235434, 38.9089554)
29182100,738,"2",5.5,6.14,8.25,3.8,1,14.9,0.5,51.8,NA,NA,"E","E20","U111",1.674,0.35,c(-6.649004014, 40.60197479)
29182186,571,"1",5.1,5.91,2.93,5,NA,11.4,0.6,64,0.9,2,"B","B81","U111",1.214,0.51,c(-6.855703558, 41.35827993)
29182358,547,"4",5.9,6.18,34.9,28,1,52.4,2.9,192.8,NA,NA,"E","E20","U111",0.7695,0.1,c(-7.290385551, 42.86714733)
29201666,178,"2",7.5,8.21,12.49,7.1,21,10.7,0.7,215.8,1.1,1.2,"B","B12","U111",1.334,0.05,c(-5.68036453, 36.76972938)
29201738,100,"1",7.3,7.97,15.31,10.2,8,NA,1,189.8,1.1,2.1,"B","B11","U111",0.8735,0.19,c(-5.826902789, 37.40839424)
29221704,91,"1",7.4,8.1,17.72,16.9,326,43.7,1.7,975,NA,NA,"B","B12","U111",1.0395,0.16,c(-5.735218825, 37.11062615)
29222204,635,"3",6.3,6.68,14.29,27.2,NA,NA,2.4,80.2,NA,NA,"E","E20","U111",0.675,0.37,c(-6.852970121, 41.52445163)
29222276,1244,"4",4.5,5.41,4.11,57,NA,NA,4.2,102.3,NA,NA,"D","D20","U420",1.133,0.23,c(-7.03218093, 42.15655632)
29222392,557,"1",4.9,5.1,44.2,39.8,1,65.5,3.6,181.5,NA,NA,"D","D10","U420",0.7615,0.36,c(-7.331767882, 43.17311481)
29242344,1080,"1",4.5,4.59,122.5,88.4,NA,91.1,9,396.9,NA,NA,"E","E20","U111",0.733,0.15,c(-7.182249589, 42.75684848)
29261832,655,"1",7.3,7.77,13.91,9.2,5,19.5,1,163.8,NA,NA,"F","F40","U112",1.217,0.1,c(-5.957074641, 38.25218456)
29262270,1282,"1",5,5.72,4.39,26.1,NA,NA,2.4,64.2,NA,NA,"D","D10","U420",1.2285,0.17,c(-6.969757339, 42.1120145)
29262306,636,"1",4,4.65,6.57,64.2,NA,NA,2.6,60.4,NA,NA,"C","C32","U120",1.078,0.5,c(-7.06082529, 42.427826)
29262342,1181,"2",4.3,4.69,34.1,29.2,NA,NA,3.2,101.4,NA,NA,"C","C10","U120",0.7405,0.13,c(-7.153191141, 42.74342044)
29281750,105,"4",7.6,8.16,14.45,9.4,33,19.9,0.9,226.8,NA,NA,"B","B13","U111",1.3205,0.03,c(-5.763180488, 37.52966525)
29281840,636,"3",7.4,7.95,20,6.6,9,NA,0.9,93.8,0.5,1.7,"B","B15","U111",1.2375,0.04,c(-5.951734048, 38.32674739)
29282088,845,"1",4.9,5.41,9.9,17.5,1,11.1,2,41.9,NA,NA,"E","E20","U111",1.206,0.38,c(-6.505275509, 40.51600911)
29301690,127,"1",7.4,7.84,22.1,13,452,20,1.4,669.4,NA,NA,"B","B12","U111",1.0145,0.23,c(-5.61891898, 37.00118306)
29302338,1167,"2",5.2,5.57,31.4,43.2,1,61.8,4.8,157.8,NA,NA,"E","E20","U111",0.9745,0.53,c(-7.095117011, 42.71653714)
29322312,1264,"2",3.5,4.11,7.44,126.5,NA,NA,5.7,76.7,NA,NA,"C","C32","U120",0.594,0.36,c(-7.00475849, 42.49263551)
29322442,91,"1",3.3,4.18,12.31,134.5,NA,NA,5.8,87.3,NA,NA,"C","C10","U120",0.5205,0.09,c(-7.344123942, 43.63140426)
29342128,814,"3",5.1,5.87,4.82,7.9,1,10.8,1.1,87.3,NA,NA,"B","B55","U111",1.3735,0.23,c(-6.529879053, 40.87995431)
29342200,557,"1",5.5,6.18,4.44,16.1,NA,NA,1.9,78,NA,NA,"E","E20","U111",1.052,0.15,c(-6.702561032, 41.51326139)
29342206,654,"1",5.9,6.41,15.88,14.1,NA,70.9,1.5,177.5,1.6,1.8,"B","B72","U111",1.3435,0.14,c(-6.71716932, 41.56599797)
29342332,1136,"3",4.3,4.77,20.1,29.4,NA,NA,3.2,103,NA,NA,"C","C10","U420",1.9,0.3,c(-7.03197634, 42.67208198)
29361718,107,"1",7.5,8.53,16.61,7.8,36,NA,0.7,381,NA,NA,"E","E30","U112",1.171,0.08,c(-5.609413709, 37.26068314)
29381732,112,"1",7.5,8.01,20.8,10.2,173,16.5,1.2,731.2,1.8,1.3,"B","B12","U111",1.169,0.13,c(-5.615753914, 37.38855887)
29382110,808,"2",5.7,6.02,32.1,15.7,1,67.5,1.7,248,NA,NA,"F","F40","U112",1.387,0.11,c(-6.441116348, 40.72931592)
29382188,695,"4",5.1,6,3.02,7.8,NA,NA,0.7,27.2,1.1,2.6,"B","B73","U111",1.1615,0.42,c(-6.626633207, 41.41569461)
29382218,849,"1",4.4,4.98,3.76,13.6,NA,22.5,1.1,52.1,NA,NA,"F","F40","U112",1.2055,0.25,c(-6.699487839, 41.67941715)
29401708,150,"2",7.5,8.25,14.46,9.7,17,NA,1,466,NA,NA,"B","B31","U111",1.2395,0.01,c(-5.545124698, 37.17929393)
29402144,788,"1",4.2,4.62,20.7,17.5,NA,10.6,2.1,185.5,NA,NA,"C","C10","U120",1.086,0.17,c(-6.498023298, 41.03255646)
29402258,1110,"1",4.3,4.65,20.7,34.3,NA,14.8,2.7,116.5,NA,NA,"C","C10","U120",0.791,0.25,c(-6.774328411, 42.03481527)
29402410,474,"1",4,4.08,26.3,74,NA,NA,4.7,58.9,NA,NA,"C","C22","U120",0.6305,0.33,c(-7.162459091, 43.36781151)
29422254,1328,"1",3.9,4.53,8.59,78.3,NA,NA,4.6,63,NA,NA,"C","C22","U120",0.8355,0.48,c(-6.740804055, 42.00367699)
29461660,1058,"3",7.5,7.97,19.03,44.8,35,NA,2.8,421.8,NA,NA,"E","E10","U111",1.176,0.41,c(-5.383591187, 36.76399804)
29461732,127,"1",7.6,8.14,16.19,12.6,292,12.4,1.5,648,NA,NA,"B","B12","U111",0.9615,0.06,c(-5.527350292, 37.40324832)
29462254,1142,"3",4,4.74,5.74,67.6,1,NA,3.5,84.8,NA,NA,"D","D20","U420",0.792,0.5,c(-6.693554521, 42.01164484)
29482076,1084,"1",4.1,4.7,15.19,97.9,NA,NA,3.2,87.2,NA,NA,"C","C22","U120",0.804,0.48,c(-6.246603616, 40.44916511)
29482428,96,"1",3.5,4.16,11.85,57.2,NA,15.5,3.7,65.5,NA,NA,"C","C10","U120",0.7815,0.18,c(-7.113207482, 43.54183166)
29502304,775,"1",5.8,6.15,21.6,36.1,1,106,4.2,227.6,NA,NA,"C","C10","U120",1.139,0.27,c(-6.770408998, 42.45870065)
29521732,118,"1",7.7,8.47,20.9,8.4,285,10.1,0.8,402.3,0.5,1.1,"B","B81","U111",1.171,0.04,c(-5.461026443, 37.41421136)
29541836,615,"2",6.1,6.31,19.54,5.7,1,13.5,0.7,116.1,NA,NA,"F","F40","U112",1.1035,0.33,c(-5.652257316, 38.33988267)
29541908,358,"1",7.4,8.14,16.7,9.1,45,21,1.1,383.8,NA,NA,"F","F40","U112",1.2265,0.23,c(-5.804846388, 38.97714068)
29542262,1059,"4",5,5.41,27.2,16.2,NA,28.5,1.7,286.8,NA,NA,"C","C10","U120",1.062,0.26,c(-6.618666971, 42.09780997)
29542352,1465,"1",3.7,4.17,31.3,222.1,NA,39.5,10.5,240.9,NA,NA,"D","D20","U420",0.455,0.12,c(-6.843972194, 42.887917)
29562218,697,"1",5.4,5.83,16.04,22.6,1,10.5,3.5,83.3,NA,NA,"E","E20","U111",1.223,0.13,c(-6.487854372, 41.71498243)
29582204,822,"1",4.3,5.12,3.2,22.2,NA,NA,1.9,68.2,NA,NA,"C","C10","U420",1.025,0.3,c(-6.430661544, 41.59576262)
29582266,1182,"1",4.1,4.77,4.55,51.2,NA,NA,3.4,73.1,NA,NA,"D","D20","U420",0.9175,0.44,c(-6.581153205, 42.14087135)
29582312,517,"1",4.8,5.12,14.41,12.2,1,11.8,1.7,86.6,NA,NA,"B","B72","U111",1.223,0.25,c(-6.695193054, 42.54490141)
29621748,197,"1",7.4,7.96,14.54,14,10,21.6,1.5,402.8,NA,NA,"B","B31","U111",1.2075,0.08,c(-5.382567622, 37.57438479)
29621878,503,"1",5.5,6.17,3.88,5.5,1,NA,0.6,36,NA,NA,"E","E20","U111",1.2085,0.12,c(-5.650701857, 38.72657321)
29622346,1113,"2",4.7,5.42,9.07,79.1,1,NA,6,80.1,NA,NA,"E","E10","U420",1.011,0.29,c(-6.732931427, 42.85131405)
29642098,955,"1",5.8,6.34,16.26,13,1,NA,1.5,70.7,NA,NA,"E","E20","U111",1.169,0.18,c(-6.112117774, 40.67385538)
29661672,723,"1",7.7,8.19,19.82,8.4,286,NA,0.9,375.5,0.8,1,"B","B81","U111",1.2955,0.09,c(-5.187727211, 36.90664205)
29661762,107,"1",7.4,7.68,25.1,8.4,5,30.5,1.1,548.4,NA,NA,"B","B76","U111",0.9975,0.04,c(-5.366421505, 37.70586743)
29662386,1156,"1",4.8,5.47,26.3,115.8,2,11.8,7.6,114.6,NA,NA,"F","F40","U420",1.1715,0.37,c(-6.786725618, 43.21023417)
29681740,190,"2",7.6,8.24,15.4,14.4,28,NA,1.2,698.5,2.1,2.3,"B","B31","U111",1.0215,0.06,c(-5.300047391, 37.51424028)
29682168,809,"1",4.5,4.85,19.48,16.6,1,14.4,1.9,43.6,NA,NA,"E","E20","U111",1.594,0.17,c(-6.228033459, 41.29833581)
29701724,212,"1",7.6,8.19,18.48,15.6,395,NA,1.3,381.7,NA,NA,"B","B81","U111",1.1375,0.07,c(-5.246042532, 37.37578642)
29701918,349,"1",5.6,6.23,6.35,17.8,1,16.7,1.3,300.9,NA,NA,"F","F40","U112",0.9325,0.14,c(-5.645289484, 39.09538267)
29701972,529,"1",4.7,5.45,4.25,13.7,NA,NA,1.8,69.8,NA,NA,"E","E10","U111",1.3115,0.07,c(-5.761655838, 39.57292089)
29702110,894,"1",5.5,5.94,12.42,26,1,10.4,2.9,444.7,NA,NA,"E","E10","U111",1.1255,0.17,c(-6.070077803, 40.79112312)
29702138,892,"1",4.6,5.46,3.22,11.6,NA,12.8,1.3,50,NA,NA,"E","E20","U111",1.5555,0.25,c(-6.134666333, 41.03791552)
29702264,1288,"1",3.7,4.15,8.61,105,NA,NA,5,79.5,NA,NA,"C","C22","U120",0.745,0.45,c(-6.434138056, 42.14690774)
29702300,1169,"1",4.5,5.01,10.76,20.7,1,47.2,2.6,170,NA,NA,"D","D20","U420",1.5,0.43,c(-6.522442765, 42.4632909)
29721970,570,"2",4.6,5.23,7.73,13.8,1,12.3,1.8,140.4,NA,NA,"E","E20","U111",1.071,0.05,c(-5.73450943, 39.55897477)
29722178,840,"1",5,5.41,10.04,12.4,1,NA,1.4,90.6,NA,NA,"E","E20","U111",1.25,0.23,c(-6.204733215, 41.39411491)
29722312,623,"1",4.4,5.04,11.84,35.8,1,14.5,3,227,NA,NA,"C","C10","U120",1.3235,0.24,c(-6.528307689, 42.57265318)
29742308,1009,"1",4.7,5.54,5.67,24.1,NA,NA,1.9,138,NA,NA,"C","C22","U120",1.3555,0.25,c(-6.494561649, 42.54145434)
29761960,682,"1",4.8,5.27,20.8,40.9,NA,23.6,3.7,132.1,NA,NA,"C","C10","U120",1.03,0.13,c(-5.667289483, 39.4780049)
29762042,1281,"4",4.5,4.91,28.5,64.8,NA,37.7,5.2,209.5,NA,NA,"C","C10","U120",0.817,0.16,c(-5.847051383, 40.20254746)
29801730,317,"2",7.7,8.46,16.34,7.4,742,NA,0.5,218.1,NA,NA,"B","B13","U111",1.222,0.12,c(-5.147323961, 37.44699575)
29821720,216,"1",7.6,8.12,15.12,16.8,40,10.7,1.8,1071.6,2.1,1.4,"B","B12","U111",1.104,0.14,c(-5.105491555, 37.36173444)
29822380,952,"1",3.9,4.13,27.4,102.8,1,17.5,7.8,117.9,NA,NA,"C","C10","U120",0.632,0.2,c(-6.578738779, 43.18949591)
29842170,878,"1",5.3,6.02,8.78,8.9,1,41.4,1.1,91.1,NA,NA,"B","B15","U111",1.253,0.37,c(-6.04551611, 41.34667503)
29862388,736,"3",4.6,4.85,38.7,49.5,1,14.6,5,206.5,5,7.5,"E","E20","U111",0.866,0.2,c(-6.550769133, 43.26763067)
29901692,493,"2",7.7,8.21,18.28,9.5,534,25.1,1,195.1,0.7,0.4,"B","B81","U111",1.301,0.15,c(-4.96256813, 37.1270662)
29901728,198,"3",7.6,8.17,20.7,13.8,600,67,1.6,603.3,0.5,0.3,"B","B43","U111",1.2785,0.09,c(-5.032708362, 37.44702882)
29902060,1185,"1",4.3,4.9,6.27,37.6,NA,59.7,2.6,128.7,NA,NA,"C","C10","U120",1.0125,0.21,c(-5.725747452, 40.38772144)
29902262,1074,"1",4.1,4.8,5.12,53,NA,NA,2,70,NA,NA,"C","C22","U120",1.225,0.37,c(-6.192278414, 42.16821794)
29921750,229,"1",6.5,6.97,11.76,9.9,1,29,1,404.4,NA,NA,"B","B34","U111",1.2405,0.06,c(-5.053832046, 37.64601061)
29921768,122,"1",7.3,7.85,9.56,5.9,2,29.5,0.9,268.9,0.5,1.2,"B","B12","U111",1.1525,0.13,c(-5.08949015, 37.80585444)
29922134,841,"1",6.8,7.25,7.23,5.2,1,26,0.7,150.4,NA,NA,"B","B15","U111",1.715,0.14,c(-5.869130613, 41.04451691)
29922218,923,"2",4.7,4.95,15.47,23.1,1,14.7,1.9,68.5,NA,NA,"E","E10","U111",1.132,0.24,c(-6.063946057, 41.78477209)
29922282,1089,"1",4.4,4.75,20.4,47.4,1,NA,2.8,93,NA,NA,"D","D20","U420",1.059,0.48,c(-6.216718577, 42.34802254)
29941704,432,"1",7.5,8,28.2,18.8,393,114.7,2.1,858.3,0.5,0.5,"B","B81","U111",1.172,0.08,c(-4.941694374, 37.24080186)
29941866,563,"2",5,5.91,3.25,15.5,NA,NA,1.3,68.4,NA,NA,"C","C10","U120",1.178,0.2,c(-5.265329746, 38.67878985)
29942046,1341,"2",4.3,4.98,4.35,65.9,1,49.1,5,69.3,NA,NA,"D","D20","U111",1.092,0.19,c(-5.648653659, 40.27152011)
29942222,1064,"4",4.7,5.4,6.17,24.7,1,NA,1.4,29.8,NA,NA,"F","F40","U318",1.236,0.41,c(-6.049794621, 41.82382157)
29942392,587,"4",4.5,4.7,28.5,53.5,1,21.4,5.5,87.2,NA,NA,"E","E20","U111",0.904,0.2,c(-6.464333047, 43.31853154)
29962070,1072,"4",5.3,5.61,26.4,69.7,NA,21.8,6.5,245.7,NA,NA,"C","C10","U120",0.768,0.17,c(-5.678649537, 40.48721619)
29962260,966,"4",4.7,5.18,8.57,13.8,1,NA,1.1,46,NA,NA,"E","E30","U112",1.4345,0.1,c(-6.116347503, 42.16217667)
29962314,1116,"2",3.7,4.26,8.7,82,NA,NA,4.4,70.1,NA,NA,"C","C22","U120",1.151,0.49,c(-6.246783342, 42.63717319)
29981914,451,"2",6.1,6.39,9.45,7.1,1,23.1,0.8,90.4,NA,NA,"E","E30","U112",1.456,0.22,c(-5.31970175, 39.111298)
29982076,1027,"1",4.7,5.32,11.79,11,NA,12.5,1.4,192.8,NA,NA,"E","E20","U111",1.334,0.32,c(-5.668847234, 40.54392297)
29982144,871,"4",4.8,5.52,19.83,17.3,1,NA,1.9,62.1,NA,NA,"E","E10","U111",1.2355,0.15,c(-5.821956148, 41.14401898)
29982166,838,"1",4.8,5.26,7.77,5.3,1,NA,0.8,92.5,NA,NA,"E","E20","U111",1.4015,0.25,c(-5.872357382, 41.33801016)
29982246,801,"4",6.9,7.3,8.88,10.6,1,15.8,1.5,128.4,NA,NA,"B","B52","U111",1.2745,0.05,c(-6.059310471, 42.04278576)
30001684,512,"1",7.8,8.16,25.1,8.6,47,NA,1.2,700.3,NA,NA,"B","B81","U111",1.23,0.04,c(-4.836980239, 37.07348634)
30002386,443,"1",6.8,7.26,29.8,73.1,310,NA,4.1,89.5,NA,NA,"E","E20","U111",1.1125,0.31,c(-6.376825822, 43.27762902)
30002398,946,"1",4.2,4.37,39.3,66.4,1,29.1,6.1,104.1,NA,NA,"E","E20","U111",0.8785,0.2,c(-6.406963205, 43.38300125)
